,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7237,45,Mann Street,Raymond,Bradshaw,32,Head,Single,Male,Phytotherapist,None,Catholic
7238,45,Mann Street,Wendy,Tyler,30,Partner,Single,Female,"Journalist, magazine",None,Catholic
7239,45,Mann Street,Megan,Bradshaw,2,Daughter,NA,Female,Child,None,NA
7240,46,Mann Street,Carly,Jennings,49,Head,Married,Female,"Engineer, electronics",None,Catholic
7241,46,Mann Street,Karl,Jennings,52,Husband,Married,Male,Intelligence analyst,None,Catholic
7242,46,Mann Street,Mitchell,Jennings,14,Adopted Son,NA,Male,Student,None,NA
7243,47,Mann Street,Gillian,Buckley,22,Head,Single,Female,University Student,None,Methodist
7244,47,Mann Street,Lynn,Lewis,18,None,Single,Female,University Student,None,Methodist
7245,47,Mann Street,Elizabeth,Chapman,18,None,Single,Female,University Student,None,None
7246,48,Mann Street,Emily,Gibson,56,Head,Divorced,Female,Glass blower/designer,None,None
7247,48,Mann Street,Georgina,Gibson,22,Daughter,Single,Female,University Student,None,None
7248,48,Mann Street,Howard,Chambers-Gibson,21,Son,Single,Male,University Student,None,None
7249,49,Mann Street,Lorraine,Brown,22,Head,Single,NA,University Student,None,Christian
7250,49,Mann Street,Lindsey,Chapman,22,None,Single,Female,University Student,None,Christian
7251,49,Mann Street,Abbie,Henry,20,None,Single,Female,University Student,None,Christian
7252,50,Mann Street,Alice,Thomas-Walsh,58,Head,Married,Female,Food technologist,None,Christian
7253,50,Mann Street,Jacob,Thomas-Walsh,60,Husband,Married,NA,Unemployed,None,None
7254,50,Mann Street,Michelle,Thomas-Walsh,20,Daughter,Single,Female,University Student,None,Christian
7255,51,Mann Street,Diana,Cox,58,Head,Married,Female,Energy manager,None,Christian
7256,51,Mann Street,Alan,Cox,59,Husband,Married,Male,Fashion designer,None,Christian
7257,51,Mann Street,Zoe,Cox,34,Daughter,Single,Female,Metallurgist,None,Christian
7258,1,Mason Cliffs,Maurice,Bell,50,Head,NA,Male,Occupational hygienist,None,None
7259,2,Mason Cliffs,Luke,Kent,71,Head,Widowed,Male,Retired Immigration officer,None,Catholic
7260,2,Mason Cliffs,Debra,Kent,45,Daughter,Single,Female,Barrister,None,Catholic
7261,2,Mason Cliffs,Elliot,Kent,NA,Son,Single,Male,Diplomatic Services operational officer,None,None
7262,2,Mason Cliffs,Bethan,Kent,39,Daughter,Single,Female,"Psychologist, occupational",None,Catholic
7263,3,Mason Cliffs,Bethany,Evans,35,Head,Married,Female,"Scientist, physiological",None,Catholic
7264,3,Mason Cliffs,Connor,Evans,37,Husband,Married,Male,Water engineer,None,Catholic
7265,4,Mason Cliffs,Ashleigh,Rees,29,Head,Single,Female,Translator,None,Catholic
7266,4,Mason Cliffs,Brian,Wright,34,Partner,Single,Male,"Loss adjuster, chartered",None,Catholic
7267,5,Mason Cliffs,Carly,Ford,70,Head,Widowed,Female,Retired Sales promotion account executive,None,Christian
7268,6,Mason Cliffs,Karen,Rice,48,Head,Single,Female,"Designer, television/film set",None,None
7269,6,Mason Cliffs,Janet,Rice,8,Daughter,NA,Female,Student,None,NA
7270,6,Mason Cliffs,Neil,Rice,70,Son,NA,Male,Student,None,NA
7271,7,Mason Cliffs,George,Mann,20,Head,Divorced,Male,University Student,None,None
7272,8,Mason Cliffs,Lindsey,Dean,59,Head,Married,Female,Homeopath,None,Christian
7273,8,Mason Cliffs,Donald,Dean,65,Husband,Married,Male,Patent attorney,None,Christian
7274,9,Mason Cliffs,Sharon,Smith,56,Head,Divorced,Female,Unemployed,None,None
7275,9,Mason Cliffs,Christine,Smith,29,Daughter,Single,Female,"Engineer, energy",None,None
7276,9,Mason Cliffs,Donald,Smith,25,Son,Divorced,Male,Barrister,None,None
7277,9,Mason Cliffs,Joanna,Smith,24,Daughter,Divorced,Female,Herpetologist,None,None
7278,9,Mason Cliffs,Patricia,Smith,21,Daughter,Single,Female,University Student,None,None
7279,10,Mason Cliffs,Tracy,White,47,Head,Single,Female,Associate Professor,None,Catholic
7280,11,Mason Cliffs,Louise,Campbell,46,Head,Single,Female,Forensic psychologist,None,Christian
7281,11,Mason Cliffs,Joseph,Heath,55,None,Single,Male,Radio producer,None,None
7282,11,Mason Cliffs,Scott,Jones,54,None,Single,Male,Brewing technologist,None,Christian
7283,11,Mason Cliffs,Leah,Shepherd,28,None,Single,Female,Magazine features editor,None,Muslim
7284,11,Mason Cliffs,Anne,Whitehead,35,None,Single,Female,Nature conservation officer,None,Catholic
7285,11,Mason Cliffs,Joseph,Long,62,None,Widowed,Male,Fashion designer,None,Christian
7286,12,Mason Cliffs,William,Phillips,27,Head,Married,Male,Communications engineer,None,Christian
7287,12,NA,Kerry,Phillips,25,Wife,Married,Female,Financial manager,None,None
7288,13,Mason Cliffs,Carol,May,18,Head,Single,Female,University Student,None,None
7289,13,Mason Cliffs,Clare,Edwards,19,None,Single,Female,University Student,None,None
7290,13,Mason Cliffs,Chloe,Howells,21,None,Single,Female,University Student,None,None
7291,13,Mason Cliffs,Graeme,Lee,23,None,Single,Male,PhD Student,None,Christian
7292,14,Mason Cliffs,Carol,Jones,83,Head,Married,Female,Retired Local government officer,None,Catholic
7293,14,Mason Cliffs,Stephen,Jones,85,Husband,Married,Male,Retired Ecologist,None,Catholic
7294,15,Mason Cliffs,Denis,Howe,57,Head,Married,Male,Computer games developer,None,None
7295,15,Mason Cliffs,Katie,Howe,55,Wife,Married,Female,Prison officer,None,None
7296,15,Mason Cliffs,Leah,Howe,24,Daughter,Single,Female,Toxicologist,None,None
7297,15,Mason Cliffs,Katie,Howe,23,Daughter,Single,Female,Database administrator,None,None
7298,15,Mason Cliffs,Ricky,Griffiths-Howe,2,Son,NA,Male,Child,None,NA
7299,16,Mason Cliffs,Amelia,Ward,25,Head,Single,Female,Statistician,None,None
7300,16,Mason Cliffs,Denis,Ward,8,Son,NA,Male,Student,None,NA
7301,17,Mason Cliffs,Declan,Rogers,43,Head,Married,Male,Armed forces logistics/support/administrative officer,None,Catholic
7302,17,Mason Cliffs,Paige,Rogers,39,Wife,Married,Female,Herpetologist,None,None
7303,18,Mason Cliffs,James,Blake,58,Head,Single,Male,Immigration officer,None,None
7304,19,Mason Cliffs,Amelia,Evans,42,Head,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,None
7305,19,Mason Cliffs,Elliott,Evans,43,Husband,Married,Male,Retail merchandiser,None,None
7306,19,Mason Cliffs,Alex,Evans,19,Son,Single,Male,"Engineer, chemical",None,None
7307,19,Mason Cliffs,Carole,Evans,13,Daughter,NA,Female,Student,None,NA
7308,20,Mason Cliffs,Jennifer,Spencer,37,Head,Single,Female,"Engineer, communications",None,Christian
7309,20,Mason Cliffs,Derek,Harper,37,Partner,Single,Male,"Radiographer, diagnostic",None,Christian
7310,20,Mason Cliffs,Diana,Price,6,Daughter,NA,Female,Student,None,NA
7311,21,Mason Cliffs,Frances,Perry,69,Head,Married,Female,"Retired Engineer, materials",None,Methodist
7312,21,Mason Cliffs,Barry,Perry,70,Husband,Married,m,Retired Forensic psychologist,None,Methodist
7313,22,Mason Cliffs,Julia,Hughes,45,Head,Married,Female,Unemployed,None,Methodist
7314,22,Mason Cliffs,Aaron,Hughes,45,Husband,Married,Male,"Sales professional, IT",None,None
7315,22,Mason Cliffs,Barbara,Parry,15,Daughter,NA,Female,Student,None,NA
7316,23,Mason Cliffs,Ann,George,25,Head,Married,Female,Sales executive,None,Methodist
7317,23,Mason Cliffs,Douglas,George,24,Husband,Married,Male,Cabin crew,None,None
7318,23,Mason Cliffs,Teresa,George,8,Daughter,NA,Female,Student,None,NA
7319,23,Mason Cliffs,Stanley,George,7,Son,NA,Male,Student,None,NA
7320,23,Mason Cliffs,Sean,George,5,Son,NA,Male,Student,None,NA
7321,24,Mason Cliffs,Nicole,Gill,18,Head,Married,Female,Student,None,NA
7322,24,Mason Cliffs,Ian,Gill,19,Husband,Married,Male,University Student,None,NA
7323,25,Mason Cliffs,Angela,Lee,50,Head,Single,Female,Quantity surveyor,None,Methodist
7324,25,Mason Cliffs,Gillian,Lee,31,Daughter,Divorced,Female,Chartered management accountant,None,Methodist
7325,26,Mason Cliffs,Damien,Jackson,51,Head,Single,Male,"Scientist, research (life sciences)",None,Christian
7326,26,Mason Cliffs,Katie,Jones,49,Partner,Single,Female,Textile designer,None,None
7327,27,Mason Cliffs,Jade,Mason,51,Head,Single,Female,Unemployed,None,Christian
7328,27,Mason Cliffs,Patrick,Mason,12,Son,NA,Male,Student,None,NA
7329,28,Mason Cliffs,Ricky,Stevenson,75,Head,Widowed,Male,Retired IT sales professional,None,Catholic
7330,28,Mason Cliffs,Gregory,Mahmood,7,Grandson,NA,Male,Student,None,NA
7331,29,Mason Cliffs,Catherine,Lewis,36,Head,Married,Female,Air broker,None,None
7332,29,Mason Cliffs,Adrian,Lewis,42,Husband,Married,Male,Hydrologist,None,None
7333,29,Mason Cliffs,Debra,Lewis,9,Daughter,NA,Female,Student,None,NA
7334,29,Mason Cliffs,Jayne,Lewis,5,Daughter,NA,Female,Student,None,NA
7335,30,Mason Cliffs,Frank,Austin,48,Head,Single,Male,Visual merchandiser,None,Catholic
7336,30,Mason Cliffs,Mark,Ryan,36,None,Single,Male,"Psychologist, prison and probation services",None,Christian
7337,30,Mason Cliffs,Sharon,Walters,57,None,Single,Female,Operations geologist,None,Christian
7338,31,Mason Cliffs,Declan,Rose,54,Head,Single,Male,Database administrator,None,Christian
7339,31,Mason Cliffs,Georgia,Jones,49,Partner,Single,Female,Haematologist,None,None
7340,31,Mason Cliffs,Kieran,Rose,15,Son,NA,Male,Student,None,NA
7341,31,Mason Cliffs,Rhys,Rose,11,Son,NA,Male,Student,None,NA
7342,32,Mason Cliffs,Mandy,Nicholson,41,Head,Married,Female,Forensic psychologist,None,Methodist
7343,32,Mason Cliffs,Barry,Nicholson,43,Husband,Married,Male,Advertising account executive,None,Methodist
7344,32,Mason Cliffs,Stacey,Nicholson,14,Daughter,NA,Female,Student,None,NA
7345,33,Mason Cliffs,Joel,Ryan,51,Head,Divorced,Male,Publishing rights manager,None,Catholic
7346,34,Mason Cliffs,Lynne,Roberts,73,Head,Married,Female,Retired Petroleum engineer,None,Christian
7347,34,Mason Cliffs,Michael,Roberts,78,Husband,Married,Male,Retired Fast food restaurant manager,None,None
7348,35,Mason Cliffs,Carole,Roberts,37,Head,Married,Female,Counselling psychologist,None,Christian
7349,35,Mason Cliffs,Geoffrey,Roberts,41,Husband,Married,Male,Systems developer,None,Christian
7350,35,Mason Cliffs,Thomas,Roberts,8,Son,NA,Male,Student,None,NA
7351,35,Mason Cliffs,Ian,Roberts,7,Son,NA,Male,Student,None,NA
7352,35,Mason Cliffs,Katie,Roberts,6,Daughter,NA,Female,Student,None,NA
7353,36,Mason Cliffs,Rosie,Morton,37,Head,Single,Female,Archaeologist,None,None
7354,36,Mason Cliffs,Kieran,Thomas,28,None,Single,Male,Engineering geologist,None,Methodist
7355,36,Mason Cliffs,Tracey,Graham,57,None,Single,Female,Clothing/textile technologist,None,None
7356,36,Mason Cliffs,Pamela,McCarthy,63,None,Single,Female,"Scientist, water quality",None,Christian
7357,36,Mason Cliffs,Susan,Pritchard,59,None,Single,Female,"Librarian, academic",None,None
7358,37,Mason Cliffs,Denise,Mitchell,49,Head,Married,Female,Administrator,None,None
7359,37,Mason Cliffs,Josh,Mitchell,48,Husband,Married,Male,Horticultural consultant,None,None
7360,37,Mason Cliffs,Ben,Mitchell,22,Son,Single,Male,University Student,None,None
7361,38,Mason Cliffs,Donna,John,35,Head,Married,Female,"Surveyor, minerals",None,Methodist
7362,38,Mason Cliffs,Derek,John,42,Husband,Married,Male,Product/process development scientist,None,Methodist
7363,39,Mason Cliffs,Lynn,Pearson,48,Head,Divorced,Female,Unemployed,None,Catholic
7364,39,Mason Cliffs,Maurice,Pearson,17,Son,NA,Male,Student,None,NA
7365,40,Mason Cliffs,Nathan,Carter-Lord,38,Head,Divorced,Male,Transport planner,None,None
7366,40,Mason Cliffs,Pauline,Carter-Lord,12,Step-Daughter,NA,Female,Student,None,NA
7367,41,Mason Cliffs,Kerry,Summers,81,Head,Married,Female,Retired Fast food restaurant manager,None,Christian
7368,41,Mason Cliffs,Jake,Summers,79,Husband,Married,Male,"Retired Lighting technician, broadcasting/film/video",None,Christian
7369,42,Mason Cliffs,Lucy,Bennett,61,Head,Single,Female,Health promotion specialist,None,Christian
7370,42,Mason Cliffs,Mohammad,Hopkins,59,Partner,Single,Male,Unemployed,None,None
7371,43,Mason Cliffs,Craig,Evans,64,Head,Married,Male,Local government officer,None,Catholic
7372,43,Mason Cliffs,Alice,Evans,62,Wife,Married,Female,"Psychologist, prison and probation services",None,None
7373,44,Mason Cliffs,Stanley,Watson,43,Head,Single,Male,Regulatory affairs officer,None,Methodist
7374,44,Mason Cliffs,Alan,Watson,12,Son,NA,Male,Student,None,NA
7375,45,Mason Cliffs,Carl,Farrell,36,Head,Single,Male,Production manager,None,None
7376,46,NA,Olivia,Jones,43,Head,Widowed,Female,Meteorologist,None,Christian
7377,46,Mason Cliffs,Michelle,Jones,11,Daughter,NA,Female,Student,None,NA
7378,NA,Mason Cliffs,Annette,Jones,63,Head,Married,Female,Learning disability nurse,None,Christian
7379,47,Mason Cliffs,Vincent,Jones,63,Husband,Married,Male,Video editor,None,None
7380,47,Mason Cliffs,Christian,Jones,28,Son,Single,Male,"Teacher, secondary school",None,None
7381,47,Mason Cliffs,Barbara,Jones,24,Daughter,Single,Female,"Engineer, aeronautical",None,Christian
7382,47,Mason Cliffs,Martyn,Jones,23,Son,Single,Male,"Physicist, medical",None,None
7383,48,Mason Cliffs,Bethany,Watson,45,Head,Single,Female,"Pharmacist, community",None,None
7384,48,Mason Cliffs,Sian,James,55,None,Single,Female,Teaching laboratory technician,None,Christian
7385,48,Mason Cliffs,Diane,Bailey,52,None,Single,Female,"Administrator, education",None,Christian
7386,48,Mason Cliffs,Charlotte,Taylor,34,None,Single,Female,"Investment banker, corporate",None,Muslim
7387,49,Mason Cliffs,Connor,Kaur,21,Head,Single,Male,University Student,None,None
7388,49,Mason Cliffs,Lindsey,Khan,18,None,Single,female,University Student,None,None
7389,50,Mason Cliffs,Brandon,Wood,69,Head,Married,Male,Retired Pharmacologist,None,Catholic
7390,50,Mason Cliffs,Louise,Wood,73,Wife,Married,Female,"Retired Nurse, adult",None,Catholic
7391,51,Mason Cliffs,Donna,Brown,44,Head,Single,Female,Hotel manager,None,Catholic
7392,51,Mason Cliffs,James,Johnson,51,None,Single,Male,Translator,None,None
7393,52,Mason Cliffs,Aimee,Shaw,68,Head,Widowed,Female,"Retired Psychotherapist, dance movement",None,Jewish
7394,53,Mason Cliffs,Leah,McLean,43,Head,Married,Female,Professor Emeritus,None,None
7395,53,Mason Cliffs,Gordon,McLean,45,Husband,NA,Male,Illustrator,None,None
7396,53,Mason Cliffs,Hazel,McLean,48,Cousin,Single,Female,Dispensing optician,None,None
7397,54,Mason Cliffs,Carly,Richards,21,Head,Single,Female,University Student,None,Catholic
7398,54,Mason Cliffs,Garry,Jordan,21,Partner,Single,Male,University Student,None,None
7399,54,Mason Cliffs,Bryan,Ellis,59,Lodger,Single,Male,Animal nutritionist,Unknown Infection,None
7400,55,Mason Cliffs,Lynn,Hunt,44,Head,Single,Female,Horticultural therapist,None,Christian
7401,55,Mason Cliffs,Douglas,Hunt,22,Son,Single,Male,University Student,None,Christian
7402,56,NA,Deborah,Watkins,55,Head,Married,NA,Barrister,None,Christian
7403,56,Mason Cliffs,Lawrence,Watkins,56,Husband,Married,Male,Transport planner,None,Christian
7404,57,Mason Cliffs,Mary,Robinson,29,Head,Married,Female,"Designer, furniture",None,Catholic
7405,57,Mason Cliffs,Dominic,Robinson,32,Husband,Married,Male,Commissioning editor,None,None
7406,57,Mason Cliffs,Rosemary,Robinson,7,Daughter,NA,Female,Student,None,NA
7407,57,Mason Cliffs,Stephanie,Robinson,3,Daughter,NA,Female,Child,None,NA
7408,58,Mason Cliffs,Jayne,Roberts,37,Head,Married,Female,Mudlogger,None,Catholic
7409,58,Mason Cliffs,Daniel,Roberts,43,Husband,Married,Male,Software engineer,None,Catholic
7410,58,Mason Cliffs,Anne,Roberts,24,Daughter,Single,Female,Photographer,None,None
7411,59,Mason Cliffs,Kelly,Carpenter,59,Head,Divorced,Female,Unemployed,None,Christian
7412,59,Mason Cliffs,Suzanne,Carpenter,30,Daughter,Divorced,Female,Make,None,Christian
7413,59,Mason Cliffs,Lynne,Carpenter,26,Daughter,Single,Female,Banker,None,Christian
7414,59,Mason Cliffs,Hannah,Carpenter,25,Daughter,Single,Female,"Lighting technician, broadcasting/film/video",None,Christian
7415,59,Mason Cliffs,Holly,Carpenter,22,Daughter,Single,Female,University Student,None,Christian
7416,60,Mason Cliffs,Harriet,Shepherd,41,Head,Single,Female,Sports therapist,NA,None
7417,61,Mason Cliffs,Peter,Ryan,22,Head,Single,Male,University Student,None,None
7418,61,Mason Cliffs,Benjamin,Day,63,None,Single,Male,Physiological scientist,None,Muslim
7419,62,Mason Cliffs,Joyce,Wilkinson,56,Head,Divorced,Female,Health service manager,None,None
7420,62,Mason Cliffs,Thomas,Wilkinson,24,Son,Single,Male,"Designer, graphic",None,None
7421,63,Mason Cliffs,Craig,Read,33,Head,Single,Male,Exercise physiologist,None,Catholic
7422,63,Mason Cliffs,Sophie,Ali,61,None,Single,Female,General practice doctor,None,Jewish
7423,64,Mason Cliffs,Lynne,Richardson,26,Head,Single,Female,Unemployed,None,Catholic
7424,64,Mason Cliffs,Wendy,Richardson,9,Daughter,NA,Female,Student,None,NA
7425,65,Mason Cliffs,Julia,Kelly,52,Head,Married,Female,Health physicist,None,Christian
7426,65,Mason Cliffs,Mohammed,Kelly,54,Husband,Married,Male,Transport planner,None,Christian
7427,66,Mason Cliffs,Jill,Townsend,63,Head,Divorced,Female,Lawyer,None,Christian
7428,66,Mason Cliffs,Gareth,Townsend,14,Grandson,NA,Male,Student,None,NA
7429,67,Mason Cliffs,Rhys,Taylor,47,Head,Single,Male,Ranger/warden,None,None
7430,68,Mason Cliffs,Aimee,Edwards,42,Head,Divorced,Female,Psychiatric nurse,None,Methodist
7431,68,Mason Cliffs,Jane,Edwards,21,Daughter,Single,Female,Estate agent,None,Methodist
7432,68,Mason Cliffs,Stephanie,Edwards,17,Daughter,NA,Female,Student,None,NA
7433,69,Mason Cliffs,Roger,Taylor,33,Head,Single,Male,Unemployed,None,Catholic
7434,69,Mason Cliffs,Bruce,Taylor,14,Son,NA,Male,Student,None,NA
7435,NA,Mason Cliffs,Gordon,Taylor,11,Son,NA,Male,Student,None,NA
7436,70,Mason Cliffs,Dawn,Allen,31,Head,Married,Female,Psychotherapist,None,None
7437,70,Mason Cliffs,Malcolm,Allen,32,Husband,Married,Male,Arts administrator,None,None
7438,70,Mason Cliffs,Jacqueline,Allen,6,Adopted Daughter,NA,Female,Student,None,NA
7439,70,Mason Cliffs,Benjamin,Allen,2,Son,NA,Male,Child,None,NA
7440,71,Mason Cliffs,Elliott,Hughes,40,Head,Single,Male,"Scientist, research (medical)",None,None
7441,71,Mason Cliffs,Deborah,Norton,42,None,Single,Female,Contractor,None,Christian
7442,71,Mason Cliffs,Jake,Williams,30,None,Single,Male,Clinical embryologist,None,Muslim
7443,72,Mason Cliffs,Anne,Ellis,52,Head,NA,Female,Unemployed,None,None
7444,72,Mason Cliffs,Ricky,Ellis,22,Son,Single,Male,University Student,None,None
7445,72,Mason Cliffs,Martin,Ellis,22,Son,Single,Male,University Student,None,None
7446,72,Mason Cliffs,Dorothy,Ellis,20,Daughter,Divorced,Female,University Student,None,None
7447,73,NA,Brenda,NA,39,Head,Single,Female,Unemployed,None,None
7448,73,Mason Cliffs,Phillip,Savage-Bond,16,Son,NA,Male,Student,None,NA
7449,74,Mason Cliffs,Dale,Skinner,55,Head,Married,Male,Fish farm manager,None,Methodist
7450,74,Mason Cliffs,Sally,Skinner,51,Wife,Married,Female,Chiropractor,None,Methodist
7451,75,Mason Cliffs,Ricky,Hammond,69,Head,Married,Male,Retired Prison officer,None,None
7452,75,Mason Cliffs,Anne,Hammond,66,Wife,Married,Female,"Doctor, general practice",None,None
